Time:2026/08/05 16:10:15
Observation Period:20.0s Sampling Interval:1ms
Elapsed Time,CH01,CH02,CH03,CH04,
Unit,[MPa],[MPa],[MPa],[MPa],
10.089,0.00,0.03,0.35,0.28,
10.090,0.00,0.00,0.48,0.37,
10.091,0.00,0.00,0.36,0.32,
10.092,0.00,0.02,0.36,0.24,
10.093,0.00,0.11,0.42,0.26,
10.094,0.02,0.00,0.36,0.25,
10.095,0.00,0.05,0.39,0.15,
10.096,0.06,0.14,0.36,0.29,
10.097,0.00,0.00,0.33,0.24,
10.098,0.08,0.08,0.47,0.39,
10.099,0.06,0.12,0.43,0.33,
10.100,0.00,0.00,0.42,0.38,
10.101,0.00,0.11,0.43,0.41,
10.102,0.00,0.18,0.42,0.32,
10.103,0.04,0.00,0.43,0.39,
10.104,0.00,0.17,0.46,0.27,
10.105,0.00,0.12,0.43,0.29,
10.106,0.00,0.09,0.41,0.30,
10.107,0.00,0.09,0.32,0.30,
10.108,0.09,0.03,0.21,0.26,
10.109,0.01,0.06,0.36,0.21,
10.110,0.00,0.09,0.44,0.22,
10.111,0.00,0.02,0.41,0.26,
10.112,0.00,0.00,0.39,0.30,
10.113,0.00,0.13,0.41,0.28,
10.114,0.06,0.12,0.42,0.27,
10.115,0.00,0.08,0.36,0.27,
10.116,0.00,0.00,0.41,0.37,
10.117,0.00,0.01,0.48,0.27,
10.118,0.06,0.09,0.37,0.37,
10.119,0.00,0.00,0.44,0.23,
10.120,0.00,0.07,0.42,0.25,
10.121,0.16,0.22,0.40,0.23,
10.122,0.00,0.15,0.45,0.28,
10.123,0.10,0.00,0.40,0.35,
10.124,0.01,0.06,0.48,0.39,
10.125,0.00,0.00,0.36,0.24,
10.126,0.11,0.17,0.39,0.29,
10.127,0.07,0.05,0.38,0.32,
10.128,0.01,0.04,0.39,0.25,
10.129,0.00,0.05,0.39,0.46,
10.130,0.00,0.17,0.28,0.30,
10.131,0.00,0.05,0.31,0.20,
10.132,0.08,0.08,0.52,0.33,
10.133,0.00,0.03,0.47,0.25,
10.134,0.00,0.00,0.40,0.28,
10.135,0.00,0.11,0.37,0.25,
10.136,0.00,0.07,0.28,0.27,
10.137,0.00,0.13,0.36,0.27,
10.138,0.00,0.00,0.47,0.33,
10.139,0.00,0.06,0.41,0.20,
10.140,0.00,0.00,0.22,0.28,
10.141,0.00,0.18,0.43,0.23,
10.142,0.00,0.08,0.37,0.30,
10.143,0.03,0.06,0.34,0.28,
10.144,0.04,0.02,0.24,0.31,
10.145,0.00,0.06,0.33,0.21,
10.146,0.00,0.02,0.34,0.29,
10.147,0.00,0.07,0.27,0.22,
10.148,0.00,0.02,0.42,0.32,
10.149,0.00,0.10,0.36,0.30,
10.150,0.00,0.08,0.34,0.17,
10.151,0.00,0.09,0.41,0.18,
10.152,0.04,0.00,0.28,0.23,
10.153,0.00,0.07,0.35,0.16,
10.154,0.01,0.00,0.39,0.25,
10.155,0.00,0.02,0.36,0.33,
10.156,0.01,0.08,0.47,0.26,
10.157,0.00,0.10,0.49,0.37,
10.158,0.09,0.08,0.40,0.31,
10.159,0.04,0.00,0.46,0.41,
10.160,0.02,0.00,0.34,0.39,
10.161,0.00,0.15,0.43,0.35,
10.162,0.00,0.19,0.51,0.45,
10.163,0.00,0.15,0.46,0.31,
10.164,0.00,0.12,0.43,0.38,
10.165,0.00,0.15,0.52,0.38,
10.166,0.02,0.10,0.50,0.39,
10.167,0.00,0.09,0.45,0.36,
10.168,0.04,0.13,0.33,0.29,
10.169,0.00,0.14,0.30,0.34,
10.170,0.00,0.17,0.36,0.36,
10.171,0.02,0.11,0.34,0.34,
10.172,0.00,0.10,0.41,0.37,
10.173,0.00,0.00,0.38,0.24,
10.174,0.00,0.08,0.46,0.26,
10.175,0.00,0.11,0.42,0.38,
10.176,0.00,0.05,0.42,0.34,
10.177,0.08,0.05,0.37,0.40,
10.178,0.00,0.07,0.32,0.28,
10.179,0.00,0.16,0.27,0.23,
10.180,0.00,0.08,0.42,0.31,
10.181,0.09,0.10,0.51,0.31,
10.182,0.06,0.11,0.49,0.23,
10.183,0.01,0.10,0.30,0.30,
10.184,0.07,0.01,0.39,0.33,
10.185,0.04,0.11,0.35,0.39,
10.186,0.00,0.17,0.44,0.32,
10.187,0.00,0.00,0.32,0.41,
10.188,0.00,0.13,0.42,0.44,
10.189,0.00,0.03,0.38,0.39,
10.190,0.00,0.00,0.46,0.47,
10.191,0.00,0.16,0.39,0.33,
10.192,0.00,0.00,0.43,0.42,
10.193,0.00,0.00,0.41,0.33,
10.194,0.00,0.00,0.34,0.22,
10.195,0.00,0.00,0.40,0.44,
10.196,0.02,0.06,0.40,0.28,
10.197,0.00,0.01,0.48,0.37,
10.198,0.00,0.17,0.46,0.28,
10.199,0.00,0.07,0.49,0.40,
10.200,0.00,0.00,0.50,0.34,
10.201,0.00,0.00,0.40,0.36,
10.202,0.00,0.00,0.32,0.25,
10.203,0.00,0.00,0.41,0.38,
10.204,0.00,0.09,0.48,0.38,
10.205,0.00,0.00,0.37,0.46,
10.206,0.00,0.00,0.37,0.35,
10.207,0.07,0.00,0.41,0.38,
10.208,0.00,0.02,0.39,0.36,
10.209,0.01,0.00,0.49,0.35,
10.210,0.03,0.00,0.49,0.35,
10.211,0.00,0.04,0.42,0.25,
10.212,0.00,0.05,0.37,0.26,
10.213,0.00,0.00,0.47,0.24,
10.214,0.00,0.00,0.25,0.25,
10.215,0.00,0.00,0.51,0.24,
10.216,0.05,0.00,0.49,0.33,
10.217,0.00,0.00,0.44,0.29,
10.218,0.00,0.02,0.50,0.34,
10.219,0.04,0.05,0.38,0.28,
10.220,0.00,0.00,0.45,0.30,
10.221,0.00,0.00,0.36,0.41,
10.222,0.02,0.01,0.38,0.29,
10.223,0.06,0.00,0.39,0.33,
10.224,0.00,0.01,0.45,0.37,
10.225,0.00,0.11,0.42,0.38,
10.226,0.00,0.00,0.49,0.26,
10.227,0.08,0.00,0.43,0.25,
10.228,0.05,0.00,0.38,0.32,
10.229,0.00,0.01,0.37,0.32,
10.230,0.00,0.00,0.49,0.35,
10.231,0.00,0.10,0.34,0.33,
10.232,0.08,0.11,0.24,0.30,
10.233,0.01,0.16,0.29,0.29,
10.234,0.01,0.21,0.41,0.30,
10.235,0.00,0.11,0.35,0.30,
10.236,0.00,0.18,0.37,0.38,
10.237,0.00,0.12,0.33,0.37,
10.238,0.00,0.00,0.36,0.39,
10.239,0.00,0.05,0.35,0.40,
10.240,0.00,0.14,0.46,0.30,
10.241,0.00,0.16,0.33,0.37,
10.242,0.00,0.21,0.37,0.43,
10.243,0.07,0.20,0.31,0.37,
10.244,0.00,0.13,0.38,0.39,
10.245,0.00,0.11,0.45,0.44,
10.246,0.00,0.14,0.32,0.33,
10.247,0.00,0.09,0.38,0.37,
10.248,0.00,0.12,0.37,0.40,
10.249,0.00,0.07,0.42,0.24,
10.250,0.00,0.09,0.49,0.40,
10.251,0.00,0.02,0.43,0.40,
10.252,0.05,0.03,0.37,0.30,
10.253,0.01,0.02,0.37,0.28,
10.254,0.04,0.07,0.34,0.45,
10.255,0.06,0.05,0.39,0.45,
10.256,0.07,0.06,0.40,0.37,
10.257,0.00,0.00,0.43,0.40,
10.258,0.00,0.13,0.44,0.51,
10.259,0.00,0.09,0.45,0.41,
10.260,0.00,0.07,0.29,0.34,
10.261,0.00,0.02,0.35,0.32,
10.262,0.04,0.09,0.45,0.45,
10.263,0.00,0.11,0.41,0.37,
10.264,0.00,0.07,0.49,0.31,
10.265,0.00,0.18,0.51,0.30,
10.266,0.00,0.00,0.34,0.39,
10.267,0.00,0.06,0.37,0.37,
10.268,0.06,0.06,0.34,0.30,
10.269,0.00,0.00,0.37,0.29,
10.270,0.00,0.00,0.27,0.26,
10.271,0.00,0.02,0.43,0.47,
10.272,0.00,0.05,0.37,0.44,
10.273,0.00,0.11,0.40,0.48,
10.274,0.00,0.03,0.43,0.46,
10.275,0.00,0.00,0.28,0.39,
10.276,0.00,0.08,0.24,0.35,
10.277,0.00,0.07,0.40,0.38,
10.278,0.00,0.11,0.43,0.42,
10.279,0.00,0.04,0.45,0.43,
10.280,0.00,0.04,0.42,0.38,
10.281,0.00,0.13,0.35,0.25,
10.282,0.00,0.00,0.36,0.31,
10.283,0.00,0.17,0.41,0.36,
10.284,0.00,0.08,0.37,0.40,
10.285,0.00,0.16,0.28,0.40,
10.286,0.00,0.15,0.40,0.41,
10.287,0.00,0.00,0.41,0.41,
10.288,0.00,0.26,0.36,0.36,
10.289,0.00,0.17,0.35,0.37,
10.290,0.00,0.25,0.41,0.32,
10.291,0.01,0.07,0.39,0.36,
10.292,0.00,0.11,0.45,0.42,
10.293,0.00,0.10,0.34,0.32,
10.294,0.00,0.08,0.30,0.45,
10.295,0.00,0.09,0.40,0.34,
10.296,0.00,0.14,0.33,0.29,
10.297,0.00,0.15,0.34,0.31,
10.298,0.00,0.00,0.39,0.31,
10.299,0.02,0.00,0.41,0.32,
10.300,0.00,0.21,0.46,0.35,
10.301,0.00,0.15,0.40,0.32,
10.302,0.00,0.11,0.31,0.28,
10.303,0.04,0.03,0.35,0.47,
10.304,0.05,0.19,0.35,0.50,
10.305,0.05,0.15,0.25,0.37,
10.306,0.02,0.08,0.27,0.44,
10.307,0.02,0.12,0.21,0.34,
10.308,0.00,0.00,0.30,0.39,
10.309,0.00,0.06,0.39,0.36,
10.310,0.00,0.16,0.32,0.41,
10.311,0.00,0.15,0.39,0.41,
10.312,0.00,0.12,0.36,0.40,
10.313,0.00,0.11,0.43,0.36,
10.314,0.11,0.12,0.31,0.38,
10.315,0.01,0.17,0.32,0.32,
10.316,0.05,0.16,0.37,0.37,
10.317,0.00,0.09,0.40,0.37,
10.318,0.03,0.10,0.39,0.39,
10.319,0.07,0.04,0.21,0.44,
10.320,0.05,0.00,0.32,0.35,
10.321,0.05,0.03,0.30,0.46,
10.322,0.00,0.10,0.31,0.45,
10.323,0.02,0.09,0.41,0.35,
10.324,0.11,0.02,0.36,0.47,
10.325,0.02,0.03,0.27,0.41,
10.326,0.00,0.14,0.43,0.50,
10.327,0.09,0.01,0.42,0.39,
10.328,0.00,0.00,0.43,0.50,
10.329,0.00,0.11,0.41,0.44,
10.330,0.00,0.17,0.46,0.33,
10.331,0.03,0.09,0.33,0.52,
10.332,0.00,0.00,0.37,0.50,
10.333,0.00,0.00,0.24,0.39,
10.334,0.00,0.00,0.25,0.51,
10.335,0.00,0.07,0.35,0.47,
10.336,0.00,0.00,0.31,0.36,
10.337,0.00,0.04,0.38,0.39,
10.338,0.00,0.07,0.40,0.49,
10.339,0.00,0.00,0.42,0.41,
10.340,0.00,0.00,0.36,0.46,
10.341,0.00,0.01,0.39,0.46,
10.342,0.00,0.16,0.39,0.45,
10.343,0.04,0.07,0.43,0.41,
10.344,0.00,0.09,0.32,0.43,
10.345,0.09,0.21,0.39,0.43,
10.346,0.00,0.15,0.37,0.42,
10.347,0.07,0.20,0.35,0.37,
10.348,0.00,0.01,0.49,0.37,
10.349,0.00,0.08,0.45,0.37,
10.350,0.00,0.18,0.41,0.33,
10.351,0.00,0.11,0.33,0.32,
10.352,0.00,0.09,0.24,0.45,
10.353,0.08,0.08,0.32,0.38,
10.354,0.00,0.12,0.42,0.39,
10.355,0.00,0.09,0.33,0.36,
10.356,0.02,0.02,0.34,0.33,
10.357,0.00,0.00,0.41,0.34,
10.358,0.00,0.06,0.39,0.44,
10.359,0.04,0.03,0.40,0.40,
10.360,0.00,0.10,0.30,0.40,
10.361,0.01,0.12,0.50,0.39,
10.362,0.00,0.09,0.39,0.44,
10.363,0.07,0.10,0.38,0.32,
10.364,0.00,0.21,0.29,0.31,
10.365,0.00,0.23,0.33,0.29,
10.366,0.01,0.18,0.37,0.22,
10.367,0.00,0.19,0.49,0.39,
10.368,0.00,0.18,0.35,0.40,
10.369,0.00,0.00,0.37,0.33,
10.370,0.01,0.20,0.46,0.31,
10.371,0.00,0.23,0.40,0.37,
10.372,0.00,0.20,0.29,0.33,
10.373,0.00,0.13,0.32,0.27,
10.374,0.10,0.17,0.41,0.39,
10.375,0.00,0.02,0.35,0.27,
10.376,0.01,0.04,0.39,0.46,
10.377,0.00,0.00,0.36,0.31,
10.378,0.00,0.11,0.43,0.40,
10.379,0.00,0.22,0.37,0.40,
10.380,0.00,0.12,0.26,0.37,
10.381,0.00,0.15,0.27,0.34,
10.382,0.02,0.13,0.44,0.42,
10.383,0.00,0.00,0.39,0.34,
10.384,0.06,0.05,0.35,0.28,
10.385,0.00,0.16,0.35,0.33,
10.386,0.00,0.08,0.45,0.26,
10.387,0.00,0.17,0.42,0.44,
10.388,0.10,0.06,0.26,0.36,
10.389,0.11,0.00,0.40,0.41,
10.390,0.00,0.00,0.45,0.31,
10.391,0.06,0.14,0.37,0.33,
10.392,0.00,0.10,0.33,0.31,
10.393,0.00,0.07,0.27,0.22,
10.394,0.00,0.08,0.36,0.36,
10.395,0.00,0.05,0.29,0.39,
10.396,0.01,0.04,0.40,0.34,
10.397,0.06,0.06,0.27,0.25,
10.398,0.00,0.08,0.35,0.31,
10.399,0.00,0.13,0.27,0.40,
10.400,0.11,0.03,0.25,0.28,
10.401,0.02,0.16,0.42,0.36,
10.402,0.03,0.02,0.26,0.44,
10.403,0.07,0.09,0.44,0.32,
10.404,0.00,0.12,0.54,0.41,
10.405,0.02,0.12,0.32,0.36,
10.406,0.00,0.05,0.29,0.32,
10.407,0.01,0.12,0.28,0.23,
10.408,0.00,0.15,0.32,0.44,
10.409,0.05,0.19,0.33,0.42,
10.410,0.00,0.00,0.27,0.41,
10.411,0.00,0.00,0.27,0.44,
10.412,0.01,0.12,0.16,0.18,
10.413,0.00,0.05,0.31,0.26,
10.414,0.00,0.00,0.40,0.38,
10.415,0.04,0.00,0.35,0.31,
10.416,0.03,0.07,0.38,0.42,
10.417,0.08,0.06,0.43,0.36,
10.418,0.08,0.11,0.31,0.45,
10.419,0.04,0.00,0.38,0.39,
10.420,0.00,0.09,0.31,0.43,
10.421,0.09,0.13,0.22,0.48,
10.422,0.08,0.17,0.32,0.30,
10.423,0.10,0.05,0.33,0.44,
10.424,0.02,0.05,0.38,0.40,
10.425,0.09,0.18,0.28,0.46,
10.426,0.00,0.25,0.46,0.41,
10.427,0.07,0.07,0.25,0.31,
10.428,0.09,0.09,0.32,0.40,
10.429,0.03,0.04,0.31,0.34,
10.430,0.09,0.00,0.33,0.41,
10.431,0.07,0.08,0.42,0.34,
10.432,0.10,0.00,0.38,0.40,
10.433,0.00,0.07,0.26,0.33,
10.434,0.00,0.11,0.37,0.40,
10.435,0.00,0.11,0.47,0.39,
10.436,0.05,0.00,0.29,0.25,
10.437,0.05,0.00,0.30,0.28,
10.438,0.05,0.14,0.36,0.29,
10.439,0.04,0.05,0.41,0.29,
10.440,0.00,0.17,0.37,0.29,
10.441,0.04,0.11,0.31,0.39,
10.442,0.00,0.04,0.25,0.43,
10.443,0.00,0.11,0.26,0.36,
10.444,0.05,0.12,0.26,0.27,
10.445,0.00,0.00,0.27,0.28,
10.446,0.06,0.18,0.22,0.24,
10.447,0.10,0.13,0.26,0.36,
10.448,0.00,0.11,0.15,0.34,
10.449,0.06,0.17,0.32,0.36,
10.450,0.08,0.15,0.28,0.43,
10.451,0.03,0.08,0.37,0.44,
10.452,0.00,0.05,0.42,0.31,
10.453,0.00,0.00,0.33,0.34,
10.454,0.00,0.09,0.28,0.41,
10.455,0.00,0.00,0.32,0.48,
10.456,0.00,0.01,0.34,0.33,
10.457,0.00,0.00,0.33,0.39,
10.458,0.00,0.00,0.29,0.35,
10.459,0.07,0.00,0.33,0.46,
10.460,0.02,0.00,0.35,0.37,
10.461,0.00,0.00,0.34,0.28,
10.462,0.01,0.00,0.35,0.26,
10.463,0.09,0.00,0.27,0.35,
10.464,0.00,0.17,0.22,0.33,
10.465,0.04,0.22,0.28,0.24,
10.466,0.03,0.14,0.32,0.29,
10.467,0.14,0.20,0.29,0.32,
10.468,0.13,0.00,0.29,0.44,
10.469,0.26,0.15,0.17,0.56,
10.470,0.05,0.20,0.23,0.52,
10.471,0.04,0.00,0.27,0.36,
10.472,0.07,0.09,0.22,0.39,
10.473,0.00,0.17,0.34,0.45,
10.474,0.14,0.01,0.31,0.33,
10.475,0.14,0.08,0.22,0.45,
10.476,0.10,0.04,0.43,0.43,
10.477,0.00,0.11,0.27,0.34,
10.478,0.06,0.00,0.37,0.41,
10.479,0.03,0.03,0.30,0.49,
10.480,0.03,0.00,0.29,0.41,
10.481,0.07,0.09,0.39,0.36,
10.482,0.05,0.19,0.27,0.57,
10.483,0.09,0.18,0.35,0.48,
10.484,0.06,0.01,0.31,0.37,
10.485,0.12,0.01,0.29,0.36,
10.486,0.17,0.19,0.32,0.34,
10.487,0.14,0.04,0.31,0.32,
10.488,0.08,0.23,0.27,0.35,
10.489,0.15,0.22,0.39,0.51,
10.490,0.15,0.22,0.36,0.46,
10.491,0.10,0.14,0.28,0.38,
10.492,0.09,0.07,0.41,0.30,
10.493,0.09,0.20,0.35,0.54,
10.494,0.05,0.00,0.26,0.40,
10.495,0.09,0.00,0.39,0.34,
10.496,0.02,0.07,0.35,0.39,
10.497,0.04,0.02,0.35,0.43,
10.498,0.07,0.11,0.33,0.45,
10.499,0.08,0.13,0.35,0.33,
10.500,0.00,0.00,0.26,0.39,
10.501,0.08,0.21,0.41,0.41,
10.502,0.00,0.10,0.38,0.36,
10.503,0.08,0.14,0.34,0.34,
10.504,0.08,0.12,0.47,0.44,
10.505,0.00,0.11,0.43,0.43,
10.506,0.00,0.13,0.37,0.44,
10.507,0.01,0.04,0.51,0.38,
10.508,0.02,0.00,0.44,0.28,
10.509,0.00,0.12,0.42,0.24,
10.510,0.00,0.22,0.49,0.44,
10.511,0.01,0.16,0.38,0.35,
10.512,0.04,0.10,0.41,0.38,
10.513,0.00,0.13,0.41,0.33,
10.514,0.00,0.18,0.49,0.42,
10.515,0.00,0.04,0.43,0.31,
10.516,0.00,0.16,0.42,0.39,
10.517,0.06,0.00,0.45,0.24,
10.518,0.01,0.08,0.46,0.47,
10.519,0.00,0.04,0.37,0.27,
10.520,0.03,0.07,0.34,0.44,
10.521,0.08,0.16,0.39,0.26,
10.522,0.00,0.13,0.38,0.40,
10.523,0.08,0.10,0.42,0.44,
10.524,0.00,0.14,0.40,0.30,
10.525,0.09,0.08,0.38,0.39,
10.526,0.08,0.07,0.33,0.39,
10.527,0.06,0.04,0.30,0.29,
10.528,0.00,0.05,0.26,0.45,
10.529,0.07,0.28,0.44,0.36,
10.530,0.13,0.21,0.41,0.30,
10.531,0.00,0.10,0.30,0.34,
10.532,0.00,0.04,0.30,0.42,
10.533,0.00,0.01,0.25,0.26,
10.534,0.13,0.00,0.28,0.34,
10.535,0.14,0.03,0.47,0.29,
10.536,0.08,0.04,0.44,0.37,
10.537,0.00,0.02,0.41,0.30,
10.538,0.03,0.00,0.35,0.34,
10.539,0.08,0.00,0.39,0.38,
10.540,0.11,0.11,0.31,0.32,
10.541,0.04,0.00,0.41,0.33,
10.542,0.03,0.08,0.31,0.27,
10.543,0.12,0.02,0.48,0.29,
10.544,0.18,0.01,0.37,0.32,
10.545,0.20,0.00,0.43,0.28,
10.546,0.11,0.08,0.47,0.40,
10.547,0.14,0.00,0.45,0.38,
10.548,0.13,0.01,0.47,0.40,
10.549,0.18,0.12,0.39,0.31,
10.550,0.00,0.00,0.31,0.24,
10.551,0.16,0.19,0.28,0.39,
10.552,0.12,0.00,0.31,0.35,
10.553,0.12,0.08,0.19,0.49,
10.554,0.00,0.05,0.36,0.39,
10.555,0.14,0.12,0.34,0.40,
10.556,0.02,0.01,0.38,0.29,
10.557,0.03,0.05,0.38,0.32,
10.558,0.05,0.24,0.35,0.37,
10.559,0.11,0.13,0.36,0.45,
10.560,0.06,0.07,0.41,0.29,
10.561,0.14,0.12,0.37,0.29,
10.562,0.12,0.20,0.41,0.36,
10.563,0.10,0.22,0.37,0.24,
10.564,0.03,0.09,0.27,0.37,
10.565,0.21,0.17,0.41,0.31,
10.566,0.11,0.17,0.36,0.49,
10.567,0.11,0.17,0.34,0.26,
10.568,0.11,0.13,0.39,0.41,
10.569,0.11,0.11,0.39,0.37,
10.570,0.04,0.18,0.38,0.37,
10.571,0.09,0.10,0.40,0.38,
10.572,0.12,0.04,0.40,0.38,
10.573,0.20,0.04,0.50,0.49,
10.574,0.03,0.09,0.40,0.44,
10.575,0.07,0.01,0.48,0.36,
10.576,0.02,0.04,0.44,0.34,
10.577,0.16,0.00,0.50,0.49,
10.578,0.08,0.07,0.38,0.39,
10.579,0.15,0.03,0.38,0.48,
10.580,0.14,0.06,0.44,0.21,
10.581,0.09,0.00,0.38,0.25,
10.582,0.09,0.07,0.44,0.39,
10.583,0.14,0.12,0.41,0.40,
10.584,0.04,0.19,0.36,0.30,
10.585,0.03,0.09,0.32,0.24,
10.586,0.10,0.09,0.29,0.23,
10.587,0.03,0.11,0.34,0.21,
10.588,0.10,0.01,0.45,0.30,
10.589,0.15,0.00,0.40,0.41,
10.590,0.15,0.10,0.33,0.24,
10.591,0.08,0.06,0.37,0.26,
10.592,0.06,0.10,0.30,0.32,
10.593,0.02,0.11,0.37,0.32,
10.594,0.00,0.00,0.35,0.19,
10.595,0.04,0.14,0.31,0.24,
10.596,0.00,0.22,0.43,0.28,
10.597,0.10,0.14,0.41,0.15,
10.598,0.11,0.00,0.38,0.39,
10.599,0.05,0.12,0.36,0.29,
10.600,0.00,0.17,0.42,0.30,
10.601,0.09,0.17,0.44,0.32,
10.602,0.09,0.00,0.37,0.41,
10.603,0.01,0.20,0.43,0.24,
10.604,0.08,0.28,0.44,0.44,
10.605,0.01,0.08,0.42,0.33,
10.606,0.12,0.02,0.35,0.39,
10.607,0.11,0.00,0.47,0.30,
10.608,0.13,0.13,0.39,0.32,
10.609,0.09,0.11,0.34,0.25,
10.610,0.24,0.09,0.39,0.25,
10.611,0.16,0.14,0.35,0.20,
10.612,0.11,0.05,0.42,0.40,
10.613,0.07,0.16,0.31,0.32,
10.614,0.11,0.32,0.41,0.38,
10.615,0.02,0.26,0.42,0.35,
10.616,0.08,0.26,0.32,0.35,
10.617,0.00,0.24,0.43,0.37,
10.618,0.06,0.10,0.46,0.49,
10.619,0.01,0.15,0.43,0.24,
10.620,0.03,0.10,0.36,0.42,
10.621,0.07,0.25,0.43,0.42,
10.622,0.05,0.17,0.40,0.37,
10.623,0.08,0.14,0.37,0.37,
10.624,0.06,0.11,0.35,0.34,
10.625,0.00,0.32,0.42,0.42,
10.626,0.05,0.18,0.55,0.34,
10.627,0.05,0.12,0.26,0.37,
10.628,0.02,0.16,0.34,0.28,
10.629,0.09,0.24,0.28,0.39,
10.630,0.00,0.19,0.37,0.41,
10.631,0.02,0.07,0.39,0.33,
10.632,0.10,0.09,0.35,0.29,
10.633,0.04,0.17,0.43,0.37,
10.634,0.03,0.12,0.35,0.38,
10.635,0.10,0.09,0.31,0.36,
10.636,0.03,0.21,0.46,0.41,
10.637,0.00,0.16,0.37,0.34,
10.638,0.07,0.10,0.42,0.34,
10.639,0.05,0.07,0.40,0.52,
10.640,0.13,0.05,0.25,0.43,
10.641,0.17,0.07,0.25,0.30,
10.642,0.09,0.04,0.34,0.25,
10.643,0.14,0.18,0.39,0.38,
10.644,0.04,0.07,0.27,0.47,
10.645,0.11,0.17,0.31,0.42,
10.646,0.05,0.11,0.35,0.37,
10.647,0.04,0.25,0.31,0.40,
10.648,0.08,0.09,0.36,0.41,
10.649,0.00,0.26,0.44,0.35,
10.650,0.03,0.18,0.29,0.40,
10.651,0.12,0.25,0.29,0.43,
10.652,0.02,0.11,0.48,0.29,
10.653,0.06,0.27,0.29,0.32,
10.654,0.11,0.05,0.37,0.33,
10.655,0.12,0.24,0.33,0.40,
10.656,0.11,0.18,0.28,0.30,
10.657,0.07,0.24,0.46,0.36,
10.658,0.06,0.23,0.47,0.32,
10.659,0.06,0.18,0.33,0.35,
10.660,0.06,0.13,0.34,0.27,
10.661,0.00,0.14,0.30,0.35,
10.662,0.06,0.17,0.28,0.43,
10.663,0.24,0.17,0.50,0.22,
10.664,0.16,0.15,0.32,0.52,
10.665,0.14,0.11,0.31,0.37,
10.666,0.04,0.14,0.36,0.21,
10.667,0.09,0.14,0.40,0.44,
10.668,0.20,0.17,0.39,0.39,
10.669,0.12,0.12,0.40,0.42,
10.670,0.12,0.02,0.43,0.29,
10.671,0.00,0.04,0.30,0.37,
10.672,0.00,0.15,0.42,0.41,
10.673,0.06,0.06,0.46,0.48,
10.674,0.10,0.17,0.37,0.41,
10.675,0.12,0.14,0.34,0.48,
10.676,0.02,0.17,0.33,0.35,
10.677,0.03,0.14,0.40,0.39,
10.678,0.11,0.26,0.36,0.28,
10.679,0.14,0.16,0.42,0.36,
10.680,0.00,0.18,0.46,0.32,
10.681,0.02,0.33,0.44,0.29,
10.682,0.00,0.14,0.35,0.36,
10.683,0.07,0.23,0.35,0.36,
10.684,0.01,0.16,0.42,0.40,
10.685,0.00,0.13,0.42,0.38,
10.686,0.07,0.11,0.30,0.31,
10.687,0.04,0.15,0.33,0.46,
10.688,0.08,0.06,0.36,0.35,
10.689,0.00,0.03,0.36,0.26,
10.690,0.01,0.13,0.46,0.27,
10.691,0.04,0.21,0.41,0.23,
10.692,0.00,0.22,0.45,0.41,
10.693,0.05,0.32,0.42,0.40,
10.694,0.00,0.25,0.42,0.38,
10.695,0.08,0.28,0.35,0.49,
10.696,0.06,0.25,0.43,0.31,
10.697,0.00,0.20,0.38,0.27,
10.698,0.00,0.23,0.40,0.45,
10.699,0.12,0.13,0.46,0.38,
10.700,0.01,0.24,0.41,0.31,
10.701,0.11,0.32,0.40,0.35,
10.702,0.08,0.22,0.43,0.34,
10.703,0.00,0.08,0.32,0.35,
10.704,0.00,0.16,0.47,0.39,
10.705,0.00,0.12,0.34,0.29,
10.706,0.11,0.12,0.32,0.37,
10.707,0.12,0.11,0.32,0.31,
10.708,0.00,0.01,0.38,0.20,
10.709,0.05,0.22,0.31,0.42,
10.710,0.06,0.10,0.31,0.34,
10.711,0.04,0.11,0.41,0.30,
10.712,0.07,0.17,0.29,0.37,
10.713,0.08,0.16,0.40,0.41,
10.714,0.13,0.18,0.46,0.40,
10.715,0.06,0.09,0.34,0.37,
10.716,0.12,0.14,0.29,0.27,
10.717,0.10,0.10,0.39,0.29,
10.718,0.00,0.06,0.33,0.30,
10.719,0.00,0.23,0.42,0.30,
10.720,0.17,0.21,0.37,0.31,
10.721,0.14,0.20,0.40,0.33,
10.722,0.05,0.18,0.42,0.26,
10.723,0.11,0.11,0.23,0.40,
10.724,0.04,0.20,0.45,0.44,
10.725,0.00,0.04,0.23,0.38,
10.726,0.00,0.08,0.25,0.39,
10.727,0.00,0.25,0.42,0.41,
10.728,0.00,0.16,0.46,0.45,
10.729,0.03,0.24,0.23,0.37,
10.730,0.00,0.04,0.38,0.34,
10.731,0.00,0.09,0.38,0.37,
10.732,0.13,0.05,0.34,0.36,
10.733,0.09,0.11,0.47,0.30,
10.734,0.00,0.21,0.39,0.32,
10.735,0.01,0.09,0.39,0.21,
10.736,0.00,0.09,0.31,0.37,
10.737,0.00,0.06,0.36,0.36,
10.738,0.15,0.01,0.41,0.39,
10.739,0.06,0.09,0.55,0.36,
10.740,0.06,0.17,0.48,0.37,
10.741,0.00,0.22,0.27,0.35,
10.742,0.00,0.06,0.34,0.41,
10.743,0.00,0.04,0.25,0.34,
10.744,0.00,0.05,0.40,0.36,
10.745,0.05,0.01,0.49,0.20,
10.746,0.09,0.14,0.47,0.28,
10.747,0.13,0.00,0.27,0.36,
10.748,0.04,0.07,0.40,0.41,
10.749,0.01,0.09,0.35,0.32,
10.750,0.03,0.05,0.32,0.31,
