Time:2026/08/05 16:10:15
Observation Period:20.0s Sampling Interval:1ms
Elapsed Time,CH01,CH02,CH03,CH04,
Unit,[MPa],[MPa],[MPa],[MPa],
10.751,0.36,0.04,0.46,0.37,
10.752,0.20,0.10,0.31,0.36,
10.753,0.03,0.03,0.43,0.43,
10.754,0.00,0.18,0.35,0.36,
10.755,0.02,0.03,0.23,0.35,
10.756,0.06,0.14,0.27,0.27,
10.757,0.00,0.08,0.36,0.39,
10.758,0.00,0.13,0.33,0.44,
10.759,0.00,0.24,0.34,0.44,
10.760,0.03,0.00,0.34,0.34,
10.761,0.08,0.18,0.29,0.39,
10.762,0.07,0.37,0.36,0.36,
10.763,0.00,0.01,0.35,0.34,
10.764,0.00,0.02,0.36,0.31,
10.765,0.05,0.14,0.45,0.39,
10.766,0.02,0.13,0.40,0.32,
10.767,0.05,0.16,0.32,0.29,
10.768,0.11,0.19,0.31,0.37,
10.769,0.01,0.07,0.42,0.23,
10.770,0.10,0.17,0.32,0.26,
10.771,0.17,0.14,0.51,0.23,
10.772,0.06,0.02,0.45,0.29,
10.773,0.06,0.14,0.32,0.33,
10.774,0.05,0.21,0.33,0.51,
10.775,0.05,0.27,0.33,0.28,
10.776,0.15,0.10,0.30,0.34,
10.777,0.09,0.15,0.32,0.44,
10.778,0.08,0.10,0.36,0.44,
10.779,0.00,0.16,0.34,0.45,
10.780,0.01,0.06,0.37,0.47,
10.781,0.00,0.04,0.31,0.31,
10.782,0.09,0.09,0.28,0.33,
10.783,0.00,0.12,0.43,0.29,
10.784,0.04,0.09,0.28,0.18,
10.785,0.12,0.17,0.35,0.25,
10.786,0.05,0.19,0.32,0.35,
10.787,0.05,0.19,0.43,0.31,
10.788,0.01,0.05,0.37,0.14,
10.789,0.00,0.00,0.35,0.28,
10.790,0.00,0.00,0.37,0.28,
10.791,0.00,0.15,0.29,0.34,
10.792,0.00,0.05,0.37,0.28,
10.793,0.00,0.00,0.33,0.34,
10.794,0.06,0.01,0.27,0.34,
10.795,0.04,0.07,0.39,0.41,
10.796,0.00,0.00,0.33,0.23,
10.797,0.01,0.08,0.34,0.35,
10.798,0.11,0.07,0.40,0.30,
10.799,0.00,0.07,0.40,0.36,
10.800,0.00,0.00,0.40,0.30,
10.801,0.00,0.03,0.36,0.29,
10.802,0.03,0.21,0.44,0.33,
10.803,0.00,0.12,0.35,0.28,
10.804,0.01,0.25,0.41,0.42,
10.805,0.04,0.02,0.40,0.42,
10.806,0.03,0.02,0.44,0.30,
10.807,0.04,0.00,0.44,0.37,
10.808,0.10,0.09,0.32,0.37,
10.809,0.03,0.19,0.33,0.21,
10.810,0.00,0.15,0.38,0.27,
10.811,0.04,0.09,0.31,0.29,
10.812,0.01,0.04,0.36,0.25,
10.813,0.10,0.00,0.38,0.32,
10.814,0.03,0.00,0.52,0.37,
10.815,0.06,0.00,0.33,0.40,
10.816,0.09,0.09,0.39,0.41,
10.817,0.04,0.13,0.41,0.29,
10.818,0.08,0.21,0.35,0.36,
10.819,0.12,0.18,0.45,0.31,
10.820,0.14,0.17,0.29,0.36,
10.821,0.15,0.04,0.31,0.34,
10.822,0.04,0.12,0.41,0.37,
10.823,0.00,0.07,0.35,0.38,
10.824,0.03,0.12,0.38,0.25,
10.825,0.02,0.18,0.32,0.38,
10.826,0.07,0.04,0.51,0.33,
10.827,0.00,0.10,0.40,0.26,
10.828,0.08,0.16,0.42,0.31,
10.829,0.14,0.11,0.35,0.27,
10.830,0.00,0.20,0.36,0.30,
10.831,0.00,0.09,0.46,0.32,
10.832,0.06,0.13,0.42,0.27,
10.833,0.00,0.06,0.34,0.40,
10.834,0.07,0.05,0.48,0.20,
10.835,0.11,0.11,0.38,0.31,
10.836,0.00,0.13,0.31,0.33,
10.837,0.10,0.15,0.33,0.34,
10.838,0.05,0.25,0.37,0.27,
10.839,0.08,0.12,0.34,0.25,
10.840,0.00,0.21,0.31,0.22,
10.841,0.01,0.17,0.27,0.47,
10.842,0.08,0.16,0.25,0.29,
10.843,0.08,0.18,0.36,0.40,
10.844,0.04,0.30,0.31,0.28,
10.845,0.08,0.10,0.24,0.41,
10.846,0.04,0.15,0.16,0.25,
10.847,0.05,0.15,0.35,0.26,
10.848,0.07,0.26,0.39,0.19,
10.849,0.06,0.35,0.39,0.40,
10.850,0.00,0.19,0.27,0.28,
10.851,0.01,0.20,0.32,0.35,
10.852,0.09,0.10,0.37,0.28,
10.853,0.10,0.05,0.39,0.31,
10.854,0.00,0.18,0.38,0.25,
10.855,0.09,0.23,0.37,0.29,
10.856,0.02,0.18,0.21,0.42,
10.857,0.06,0.28,0.26,0.28,
10.858,0.06,0.16,0.34,0.38,
10.859,0.00,0.04,0.38,0.44,
10.860,0.13,0.12,0.36,0.47,
10.861,0.00,0.17,0.44,0.50,
10.862,0.06,0.13,0.36,0.38,
10.863,0.06,0.11,0.36,0.49,
10.864,0.02,0.17,0.53,0.30,
10.865,0.11,0.07,0.30,0.28,
10.866,0.23,0.07,0.37,0.26,
10.867,0.11,0.06,0.37,0.43,
10.868,0.02,0.10,0.32,0.45,
10.869,0.00,0.17,0.30,0.25,
10.870,0.09,0.21,0.36,0.41,
10.871,0.04,0.08,0.35,0.28,
10.872,0.09,0.07,0.37,0.32,
10.873,0.08,0.11,0.26,0.27,
10.874,0.00,0.09,0.44,0.37,
10.875,0.05,0.03,0.42,0.26,
10.876,0.01,0.09,0.38,0.37,
10.877,0.15,0.00,0.36,0.24,
10.878,0.06,0.00,0.34,0.33,
10.879,0.13,0.00,0.41,0.26,
10.880,0.09,0.13,0.43,0.38,
10.881,0.17,0.04,0.31,0.37,
10.882,0.05,0.00,0.34,0.39,
10.883,0.00,0.21,0.46,0.53,
10.884,0.00,0.16,0.34,0.46,
10.885,0.07,0.02,0.39,0.43,
10.886,0.03,0.02,0.46,0.43,
10.887,0.00,0.00,0.36,0.32,
10.888,0.10,0.14,0.43,0.41,
10.889,0.00,0.08,0.44,0.45,
10.890,0.03,0.17,0.36,0.34,
10.891,0.03,0.00,0.40,0.32,
10.892,0.14,0.13,0.38,0.33,
10.893,0.07,0.11,0.30,0.35,
10.894,0.08,0.13,0.23,0.42,
10.895,0.03,0.07,0.41,0.22,
10.896,0.00,0.04,0.38,0.34,
10.897,0.00,0.09,0.40,0.36,
10.898,0.00,0.07,0.33,0.34,
10.899,0.04,0.07,0.31,0.32,
10.900,0.06,0.13,0.40,0.31,
10.901,0.06,0.11,0.35,0.34,
10.902,0.00,0.09,0.33,0.35,
10.903,0.00,0.03,0.26,0.36,
10.904,0.01,0.06,0.34,0.38,
10.905,0.03,0.10,0.43,0.37,
10.906,0.08,0.15,0.30,0.35,
10.907,0.00,0.13,0.36,0.29,
10.908,0.04,0.10,0.43,0.28,
10.909,0.00,0.08,0.31,0.27,
10.910,0.00,0.16,0.39,0.27,
10.911,0.00,0.08,0.35,0.46,
10.912,0.16,0.02,0.30,0.40,
10.913,0.05,0.06,0.35,0.37,
10.914,0.00,0.02,0.22,0.31,
10.915,0.04,0.01,0.34,0.37,
10.916,0.00,0.11,0.47,0.35,
10.917,0.13,0.12,0.33,0.35,
10.918,0.23,0.00,0.23,0.39,
10.919,0.07,0.00,0.44,0.38,
10.920,0.13,0.00,0.41,0.39,
10.921,0.05,0.03,0.36,0.37,
10.922,0.07,0.00,0.35,0.36,
10.923,0.00,0.04,0.35,0.43,
10.924,0.11,0.00,0.39,0.41,
10.925,0.18,0.04,0.32,0.45,
10.926,0.05,0.00,0.41,0.29,
10.927,0.10,0.05,0.34,0.36,
10.928,0.00,0.06,0.34,0.33,
10.929,0.12,0.06,0.33,0.42,
10.930,0.11,0.13,0.35,0.42,
10.931,0.00,0.14,0.37,0.44,
10.932,0.07,0.00,0.38,0.42,
10.933,0.04,0.00,0.33,0.40,
10.934,0.10,0.03,0.37,0.35,
10.935,0.14,0.06,0.33,0.38,
10.936,0.02,0.00,0.36,0.42,
10.937,0.11,0.12,0.30,0.45,
10.938,0.20,0.02,0.35,0.40,
10.939,0.07,0.11,0.34,0.33,
10.940,0.10,0.00,0.41,0.36,
10.941,0.09,0.16,0.35,0.33,
10.942,0.17,0.00,0.45,0.46,
10.943,0.00,0.00,0.46,0.38,
10.944,0.11,0.00,0.25,0.42,
10.945,0.13,0.01,0.37,0.33,
10.946,0.19,0.09,0.43,0.45,
10.947,0.13,0.00,0.42,0.46,
10.948,0.10,0.08,0.40,0.39,
10.949,0.10,0.12,0.42,0.51,
10.950,0.15,0.05,0.39,0.29,
10.951,0.21,0.00,0.30,0.35,
10.952,0.04,0.06,0.44,0.40,
10.953,0.16,0.03,0.39,0.38,
10.954,0.01,0.09,0.36,0.31,
10.955,0.00,0.07,0.47,0.36,
10.956,0.09,0.00,0.40,0.38,
10.957,0.15,0.11,0.45,0.37,
10.958,0.11,0.07,0.33,0.44,
10.959,0.09,0.19,0.36,0.52,
10.960,0.10,0.06,0.33,0.35,
10.961,0.15,0.12,0.40,0.30,
10.962,0.02,0.03,0.36,0.27,
10.963,0.10,0.09,0.43,0.35,
10.964,0.11,0.00,0.37,0.29,
10.965,0.24,0.07,0.44,0.46,
10.966,0.07,0.15,0.28,0.37,
10.967,0.08,0.09,0.40,0.39,
10.968,0.12,0.16,0.32,0.31,
10.969,0.05,0.25,0.43,0.31,
10.970,0.00,0.05,0.29,0.37,
10.971,0.00,0.02,0.37,0.32,
10.972,0.04,0.01,0.41,0.46,
10.973,0.07,0.17,0.38,0.28,
10.974,0.05,0.00,0.51,0.33,
10.975,0.08,0.07,0.45,0.34,
10.976,0.10,0.00,0.42,0.36,
10.977,0.10,0.02,0.49,0.25,
10.978,0.05,0.04,0.39,0.39,
10.979,0.08,0.08,0.35,0.34,
10.980,0.00,0.10,0.40,0.38,
10.981,0.13,0.12,0.41,0.43,
10.982,0.16,0.05,0.38,0.37,
10.983,0.09,0.04,0.50,0.34,
10.984,0.11,0.11,0.38,0.34,
10.985,0.09,0.19,0.38,0.36,
10.986,0.12,0.02,0.34,0.35,
10.987,0.08,0.16,0.28,0.30,
10.988,0.14,0.18,0.36,0.37,
10.989,0.14,0.19,0.36,0.35,
10.990,0.06,0.10,0.41,0.37,
10.991,0.13,0.18,0.39,0.41,
10.992,0.17,0.11,0.38,0.34,
10.993,0.15,0.09,0.38,0.41,
10.994,0.11,0.12,0.41,0.35,
10.995,0.24,0.11,0.36,0.41,
10.996,0.14,0.09,0.26,0.37,
10.997,0.06,0.12,0.32,0.40,
10.998,0.14,0.09,0.35,0.29,
10.999,0.07,0.00,0.36,0.39,
11.000,0.04,0.10,0.34,0.38,
11.001,0.12,0.08,0.40,0.26,
11.002,0.14,0.09,0.30,0.40,
11.003,0.17,0.21,0.36,0.46,
11.004,0.10,0.03,0.28,0.37,
11.005,0.14,0.13,0.41,0.35,
11.006,0.13,0.14,0.40,0.24,
11.007,0.05,0.03,0.26,0.29,
11.008,0.06,0.00,0.41,0.40,
11.009,0.14,0.05,0.43,0.31,
11.010,0.09,0.14,0.29,0.39,
11.011,0.04,0.13,0.36,0.35,
11.012,0.10,0.19,0.44,0.33,
11.013,0.09,0.16,0.43,0.30,
11.014,0.21,0.02,0.46,0.45,
11.015,0.23,0.17,0.34,0.40,
11.016,0.13,0.13,0.41,0.28,
11.017,0.13,0.09,0.26,0.40,
11.018,0.07,0.08,0.34,0.41,
11.019,0.17,0.00,0.32,0.34,
11.020,0.08,0.04,0.36,0.28,
11.021,0.09,0.18,0.38,0.40,
11.022,0.28,0.04,0.25,0.39,
11.023,0.12,0.07,0.44,0.45,
11.024,0.05,0.03,0.47,0.39,
11.025,0.15,0.08,0.37,0.33,
11.026,0.16,0.05,0.32,0.42,
11.027,0.11,0.23,0.32,0.34,
11.028,0.13,0.05,0.32,0.17,
11.029,0.08,0.02,0.39,0.31,
11.030,0.20,0.07,0.39,0.30,
11.031,0.14,0.11,0.35,0.37,
11.032,0.17,0.10,0.30,0.32,
11.033,0.05,0.07,0.29,0.30,
11.034,0.15,0.12,0.34,0.26,
11.035,0.06,0.16,0.36,0.30,
11.036,0.13,0.03,0.40,0.28,
11.037,0.08,0.09,0.41,0.41,
11.038,0.06,0.08,0.46,0.42,
11.039,0.17,0.13,0.49,0.41,
11.040,0.15,0.04,0.45,0.35,
11.041,0.13,0.00,0.28,0.29,
11.042,0.17,0.05,0.34,0.37,
11.043,0.13,0.09,0.42,0.24,
11.044,0.22,0.13,0.46,0.35,
11.045,0.26,0.01,0.29,0.42,
11.046,0.15,0.00,0.49,0.36,
11.047,0.13,0.09,0.47,0.25,
11.048,0.22,0.00,0.50,0.27,
11.049,0.14,0.07,0.44,0.37,
11.050,0.06,0.00,0.46,0.32,
11.051,0.02,0.07,0.46,0.48,
11.052,0.08,0.03,0.47,0.44,
11.053,0.02,0.16,0.42,0.30,
11.054,0.18,0.13,0.57,0.39,
11.055,0.15,0.12,0.36,0.35,
11.056,0.15,0.00,0.53,0.45,
11.057,0.02,0.12,0.39,0.49,
11.058,0.07,0.12,0.37,0.55,
11.059,0.08,0.15,0.51,0.40,
11.060,0.13,0.13,0.47,0.25,
11.061,0.12,0.00,0.44,0.51,
11.062,0.11,0.10,0.40,0.27,
11.063,0.10,0.03,0.47,0.28,
11.064,0.17,0.09,0.48,0.38,
11.065,0.15,0.04,0.49,0.38,
11.066,0.23,0.02,0.35,0.42,
11.067,0.17,0.15,0.37,0.33,
11.068,0.00,0.06,0.43,0.44,
11.069,0.20,0.00,0.45,0.38,
11.070,0.04,0.08,0.39,0.29,
11.071,0.16,0.20,0.41,0.40,
11.072,0.09,0.17,0.48,0.39,
11.073,0.16,0.20,0.31,0.35,
11.074,0.18,0.17,0.43,0.43,
11.075,0.27,0.19,0.44,0.35,
11.076,0.28,0.13,0.46,0.51,
11.077,0.25,0.11,0.48,0.47,
11.078,0.31,0.23,0.41,0.43,
11.079,0.12,0.00,0.34,0.40,
11.080,0.08,0.04,0.39,0.39,
11.081,0.17,0.01,0.42,0.40,
11.082,0.00,0.08,0.43,0.45,
11.083,0.12,0.11,0.33,0.47,
11.084,0.19,0.00,0.46,0.39,
11.085,0.13,0.16,0.45,0.33,
11.086,0.09,0.13,0.37,0.36,
11.087,0.00,0.07,0.38,0.33,
11.088,0.03,0.17,0.29,0.43,
11.089,0.13,0.11,0.31,0.56,
11.090,0.08,0.05,0.29,0.29,
11.091,0.20,0.17,0.35,0.26,
11.092,0.12,0.17,0.36,0.28,
11.093,0.18,0.03,0.37,0.16,
11.094,0.12,0.13,0.37,0.30,
11.095,0.07,0.06,0.40,0.33,
11.096,0.11,0.00,0.38,0.40,
11.097,0.08,0.08,0.40,0.30,
11.098,0.13,0.03,0.38,0.28,
11.099,0.18,0.00,0.34,0.27,
11.100,0.00,0.04,0.36,0.28,
11.101,0.12,0.00,0.35,0.48,
11.102,0.14,0.06,0.29,0.42,
11.103,0.11,0.07,0.44,0.36,
11.104,0.25,0.12,0.42,0.48,
11.105,0.17,0.09,0.39,0.43,
11.106,0.08,0.12,0.42,0.41,
11.107,0.08,0.11,0.37,0.41,
11.108,0.01,0.11,0.41,0.28,
11.109,0.09,0.00,0.37,0.24,
11.110,0.20,0.04,0.27,0.34,
11.111,0.06,0.14,0.23,0.35,
11.112,0.06,0.15,0.31,0.35,
11.113,0.24,0.15,0.36,0.35,
11.114,0.22,0.08,0.31,0.37,
11.115,0.10,0.07,0.28,0.27,
11.116,0.01,0.13,0.35,0.26,
11.117,0.19,0.14,0.46,0.36,
11.118,0.23,0.00,0.27,0.21,
11.119,0.22,0.09,0.45,0.35,
11.120,0.08,0.05,0.33,0.29,
11.121,0.07,0.15,0.23,0.31,
11.122,0.19,0.11,0.33,0.45,
11.123,0.04,0.13,0.29,0.29,
11.124,0.10,0.10,0.36,0.38,
11.125,0.00,0.11,0.38,0.37,
11.126,0.00,0.07,0.45,0.30,
11.127,0.00,0.15,0.42,0.30,
11.128,0.05,0.00,0.35,0.33,
11.129,0.03,0.05,0.35,0.30,
11.130,0.00,0.00,0.33,0.36,
11.131,0.00,0.08,0.41,0.36,
11.132,0.00,0.18,0.38,0.40,
11.133,0.00,0.00,0.27,0.42,
11.134,0.01,0.11,0.26,0.43,
11.135,0.07,0.05,0.27,0.34,
11.136,0.06,0.15,0.32,0.42,
11.137,0.03,0.16,0.49,0.41,
11.138,0.11,0.03,0.43,0.40,
11.139,0.05,0.07,0.36,0.32,
11.140,0.00,0.07,0.43,0.36,
11.141,0.00,0.03,0.39,0.32,
11.142,0.10,0.09,0.44,0.26,
11.143,0.00,0.11,0.34,0.43,
11.144,0.13,0.17,0.39,0.27,
11.145,0.00,0.05,0.36,0.33,
11.146,0.00,0.07,0.41,0.20,
11.147,0.00,0.13,0.35,0.31,
11.148,0.04,0.07,0.27,0.41,
11.149,0.01,0.26,0.34,0.39,
11.150,0.07,0.17,0.31,0.34,
11.151,0.02,0.07,0.39,0.29,
11.152,0.00,0.11,0.23,0.35,
11.153,0.03,0.07,0.28,0.28,
11.154,0.08,0.19,0.22,0.31,
11.155,0.00,0.16,0.36,0.37,
11.156,0.03,0.00,0.31,0.35,
11.157,0.06,0.08,0.30,0.39,
11.158,0.14,0.04,0.38,0.28,
11.159,0.00,0.09,0.37,0.49,
11.160,0.03,0.09,0.32,0.48,
11.161,0.07,0.13,0.35,0.20,
11.162,0.04,0.00,0.28,0.48,
11.163,0.18,0.06,0.31,0.39,
11.164,0.11,0.11,0.34,0.37,
11.165,0.07,0.08,0.35,0.44,
11.166,0.00,0.05,0.46,0.34,
11.167,0.04,0.06,0.37,0.27,
11.168,0.00,0.15,0.27,0.40,
11.169,0.12,0.16,0.30,0.30,
11.170,0.12,0.06,0.36,0.49,
11.171,0.00,0.12,0.32,0.43,
11.172,0.04,0.18,0.14,0.40,
11.173,0.06,0.08,0.20,0.37,
11.174,0.00,0.06,0.37,0.41,
11.175,0.03,0.04,0.39,0.40,
11.176,0.00,0.17,0.37,0.36,
11.177,0.10,0.15,0.44,0.42,
11.178,0.00,0.04,0.30,0.44,
11.179,0.06,0.00,0.40,0.27,
11.180,0.02,0.09,0.30,0.35,
11.181,0.04,0.16,0.33,0.37,
11.182,0.00,0.15,0.46,0.32,
11.183,0.07,0.14,0.30,0.32,
11.184,0.10,0.22,0.39,0.43,
11.185,0.00,0.09,0.38,0.35,
11.186,0.03,0.01,0.41,0.39,
11.187,0.02,0.05,0.43,0.32,
11.188,0.00,0.03,0.32,0.38,
11.189,0.02,0.07,0.42,0.30,
11.190,0.00,0.13,0.42,0.32,
11.191,0.00,0.09,0.35,0.18,
11.192,0.04,0.08,0.44,0.28,
11.193,0.07,0.08,0.37,0.40,
11.194,0.10,0.00,0.36,0.43,
11.195,0.00,0.13,0.40,0.32,
11.196,0.14,0.03,0.28,0.18,
11.197,0.10,0.15,0.19,0.35,
11.198,0.00,0.13,0.35,0.34,
11.199,0.00,0.02,0.24,0.40,
11.200,0.00,0.09,0.36,0.45,
11.201,0.01,0.07,0.30,0.29,
11.202,0.06,0.01,0.36,0.46,
11.203,0.00,0.12,0.36,0.33,
11.204,0.02,0.10,0.30,0.48,
11.205,0.06,0.04,0.27,0.34,
11.206,0.00,0.03,0.30,0.36,
11.207,0.02,0.14,0.24,0.27,
11.208,0.03,0.00,0.34,0.42,
11.209,0.00,0.03,0.25,0.29,
11.210,0.00,0.03,0.18,0.29,
11.211,0.00,0.12,0.37,0.32,
11.212,0.00,0.11,0.33,0.29,
11.213,0.11,0.24,0.35,0.34,
11.214,0.00,0.13,0.19,0.34,
11.215,0.00,0.06,0.30,0.45,
11.216,0.13,0.07,0.30,0.59,
11.217,0.05,0.16,0.27,0.50,
11.218,0.02,0.02,0.30,0.40,
11.219,0.02,0.15,0.32,0.55,
11.220,0.02,0.29,0.30,0.35,
11.221,0.06,0.00,0.19,0.34,
11.222,0.01,0.06,0.27,0.43,
11.223,0.05,0.03,0.26,0.39,
11.224,0.00,0.10,0.25,0.45,
11.225,0.07,0.11,0.25,0.44,
11.226,0.08,0.05,0.30,0.43,
11.227,0.08,0.00,0.17,0.37,
11.228,0.10,0.15,0.25,0.34,
11.229,0.00,0.09,0.29,0.47,
11.230,0.05,0.08,0.28,0.29,
11.231,0.06,0.06,0.17,0.37,
11.232,0.00,0.18,0.28,0.22,
11.233,0.08,0.06,0.39,0.27,
11.234,0.14,0.19,0.23,0.41,
11.235,0.08,0.14,0.38,0.31,
11.236,0.10,0.11,0.37,0.41,
11.237,0.15,0.08,0.36,0.45,
11.238,0.01,0.00,0.29,0.50,
11.239,0.11,0.28,0.24,0.33,
11.240,0.15,0.08,0.24,0.32,
11.241,0.15,0.19,0.29,0.37,
11.242,0.10,0.04,0.29,0.43,
11.243,0.11,0.07,0.35,0.34,
11.244,0.15,0.11,0.26,0.29,
11.245,0.12,0.13,0.23,0.35,
11.246,0.10,0.05,0.28,0.33,
11.247,0.08,0.00,0.31,0.36,
11.248,0.18,0.19,0.36,0.35,
11.249,0.00,0.12,0.33,0.29,
11.250,0.15,0.00,0.34,0.19,
11.251,0.05,0.14,0.23,0.40,
11.252,0.17,0.07,0.29,0.34,
11.253,0.02,0.10,0.31,0.34,
11.254,0.01,0.07,0.19,0.37,
11.255,0.14,0.08,0.35,0.31,
11.256,0.20,0.16,0.38,0.37,
11.257,0.08,0.20,0.19,0.32,
11.258,0.08,0.12,0.21,0.48,
11.259,0.05,0.16,0.27,0.31,
11.260,0.13,0.18,0.25,0.39,
11.261,0.17,0.00,0.19,0.35,
11.262,0.01,0.09,0.17,0.44,
11.263,0.06,0.22,0.31,0.39,
11.264,0.06,0.12,0.26,0.43,
11.265,0.15,0.08,0.34,0.43,
11.266,0.01,0.11,0.32,0.39,
11.267,0.00,0.12,0.23,0.47,
11.268,0.01,0.01,0.29,0.40,
11.269,0.06,0.10,0.38,0.29,
11.270,0.06,0.10,0.33,0.25,
11.271,0.12,0.01,0.33,0.35,
11.272,0.06,0.23,0.34,0.27,
11.273,0.14,0.07,0.19,0.23,
11.274,0.08,0.27,0.17,0.28,
11.275,0.10,0.02,0.27,0.46,
11.276,0.06,0.07,0.33,0.31,
11.277,0.25,0.06,0.26,0.35,
11.278,0.10,0.10,0.30,0.39,
11.279,0.02,0.09,0.30,0.44,
11.280,0.06,0.10,0.38,0.34,
11.281,0.05,0.14,0.33,0.48,
11.282,0.08,0.04,0.31,0.39,
11.283,0.04,0.13,0.27,0.31,
11.284,0.10,0.04,0.25,0.44,
11.285,0.00,0.02,0.32,0.45,
11.286,0.04,0.07,0.19,0.41,
11.287,0.15,0.03,0.25,0.35,
11.288,0.19,0.06,0.22,0.48,
11.289,0.03,0.12,0.22,0.41,
11.290,0.07,0.03,0.17,0.32,
11.291,0.20,0.16,0.19,0.46,
11.292,0.19,0.07,0.19,0.33,
11.293,0.09,0.04,0.32,0.39,
11.294,0.11,0.15,0.28,0.27,
11.295,0.07,0.07,0.31,0.43,
11.296,0.15,0.03,0.20,0.48,
11.297,0.02,0.00,0.34,0.30,
11.298,0.10,0.13,0.30,0.38,
11.299,0.16,0.02,0.36,0.34,
11.300,0.04,0.11,0.25,0.28,
11.301,0.23,0.07,0.48,0.46,
11.302,0.22,0.04,0.44,0.44,
11.303,0.10,0.06,0.29,0.41,
11.304,0.13,0.08,0.42,0.50,
11.305,0.04,0.21,0.25,0.45,
11.306,0.10,0.10,0.28,0.37,
11.307,0.00,0.10,0.32,0.32,
11.308,0.07,0.07,0.29,0.32,
11.309,0.14,0.21,0.28,0.43,
11.310,0.14,0.22,0.34,0.37,
11.311,0.11,0.11,0.36,0.28,
11.312,0.03,0.20,0.32,0.40,
11.313,0.04,0.15,0.31,0.40,
11.314,0.13,0.13,0.30,0.35,
11.315,0.13,0.05,0.33,0.31,
11.316,0.13,0.00,0.38,0.44,
11.317,0.21,0.22,0.30,0.29,
11.318,0.16,0.08,0.37,0.42,
11.319,0.12,0.00,0.24,0.43,
11.320,0.12,0.04,0.35,0.34,
11.321,0.09,0.04,0.27,0.42,
11.322,0.11,0.00,0.17,0.26,
11.323,0.10,0.14,0.24,0.48,
11.324,0.14,0.22,0.25,0.36,
11.325,0.09,0.03,0.24,0.34,
11.326,0.08,0.10,0.32,0.43,
11.327,0.16,0.00,0.34,0.35,
11.328,0.14,0.00,0.27,0.28,
11.329,0.00,0.00,0.32,0.33,
11.330,0.12,0.06,0.25,0.32,
11.331,0.00,0.05,0.25,0.45,
11.332,0.00,0.03,0.25,0.43,
11.333,0.04,0.03,0.23,0.31,
11.334,0.03,0.04,0.22,0.46,
11.335,0.02,0.06,0.38,0.38,
11.336,0.00,0.10,0.20,0.43,
11.337,0.13,0.05,0.23,0.44,
11.338,0.04,0.18,0.34,0.28,
11.339,0.10,0.18,0.42,0.40,
11.340,0.10,0.19,0.43,0.43,
11.341,0.19,0.12,0.44,0.30,
11.342,0.09,0.00,0.30,0.35,
11.343,0.21,0.10,0.28,0.45,
11.344,0.09,0.03,0.35,0.40,
11.345,0.09,0.14,0.21,0.31,
11.346,0.14,0.08,0.31,0.44,
11.347,0.03,0.10,0.33,0.46,
11.348,0.09,0.03,0.41,0.41,
11.349,0.09,0.25,0.42,0.33,
11.350,0.18,0.07,0.31,0.42,
11.351,0.09,0.17,0.21,0.40,
11.352,0.12,0.05,0.30,0.42,
11.353,0.11,0.19,0.29,0.43,
11.354,0.02,0.21,0.20,0.52,
11.355,0.00,0.21,0.25,0.46,
11.356,0.05,0.20,0.24,0.31,
11.357,0.02,0.17,0.16,0.32,
11.358,0.00,0.25,0.21,0.42,
11.359,0.03,0.15,0.19,0.44,
11.360,0.04,0.09,0.32,0.39,
11.361,0.10,0.15,0.27,0.35,
11.362,0.05,0.10,0.17,0.41,
11.363,0.02,0.14,0.26,0.37,
11.364,0.06,0.09,0.18,0.38,
11.365,0.07,0.05,0.22,0.41,
11.366,0.04,0.06,0.24,0.25,
11.367,0.00,0.04,0.35,0.34,
11.368,0.00,0.20,0.36,0.42,
11.369,0.03,0.19,0.30,0.42,
11.370,0.09,0.08,0.27,0.36,
11.371,0.03,0.01,0.34,0.39,
11.372,0.01,0.15,0.30,0.37,
11.373,0.14,0.11,0.34,0.38,
11.374,0.07,0.12,0.31,0.39,
11.375,0.07,0.23,0.29,0.36,
11.376,0.00,0.22,0.37,0.26,
11.377,0.12,0.16,0.27,0.34,
11.378,0.07,0.25,0.32,0.43,
11.379,0.09,0.14,0.25,0.33,
11.380,0.04,0.14,0.31,0.36,
11.381,0.20,0.24,0.27,0.40,
11.382,0.05,0.15,0.36,0.32,
11.383,0.11,0.22,0.35,0.39,
11.384,0.06,0.20,0.28,0.43,
11.385,0.03,0.09,0.25,0.40,
11.386,0.05,0.14,0.28,0.44,
11.387,0.00,0.24,0.35,0.44,
11.388,0.11,0.11,0.29,0.45,
11.389,0.13,0.12,0.27,0.45,
11.390,0.08,0.11,0.25,0.45,
11.391,0.09,0.11,0.39,0.36,
11.392,0.15,0.08,0.38,0.46,
11.393,0.00,0.08,0.30,0.43,
11.394,0.04,0.21,0.30,0.27,
11.395,0.06,0.10,0.32,0.35,
11.396,0.00,0.16,0.35,0.43,
11.397,0.10,0.25,0.45,0.39,
11.398,0.16,0.21,0.36,0.47,
11.399,0.10,0.19,0.38,0.49,
11.400,0.00,0.14,0.40,0.39,
11.401,0.04,0.08,0.31,0.47,
11.402,0.00,0.26,0.25,0.44,
11.403,0.02,0.00,0.36,0.44,
11.404,0.07,0.21,0.34,0.46,
11.405,0.05,0.31,0.33,0.47,
11.406,0.00,0.10,0.44,0.31,
11.407,0.00,0.00,0.31,0.46,
11.408,0.00,0.10,0.48,0.44,
11.409,0.05,0.17,0.42,0.35,
11.410,0.06,0.31,0.37,0.25,
11.411,0.10,0.15,0.36,0.31,
11.412,0.11,0.20,0.36,0.40,
