file,group,format,channel,cutoff_Hz,peak_error_pct,noise_reduction_x
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,40,-3.097658296440838,12.266864680685272
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,50,-3.023378081107234,7.00693390361883
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,75,-2.8450796172007036,6.380083149416676
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V03,100,-2.764334713726401,6.038743895152245
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,5,-28.234220652600268,1.491800633863
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,10,-8.558519951771133,12.186323878103508
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,15,-4.941026596486852,15.428974907791257
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,20,-5.802369395833404,16.10737206887865
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,25,-4.666102463963371,17.284648300172588
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,30,-3.816358399825822,17.88792876855823
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,40,-3.8537443061260426,15.379798166500695
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,50,-3.6763636511192157,3.9535573625477993
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,75,-3.56601615256586,4.202666156687839
064_230℃_200_1.0mm.csv,1.0mm_230℃,nr500,V04,100,-3.503501177079712,4.182537590703408
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,5,-26.028071110694928,1.1556446017990856
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,10,-6.461461456226904,10.652783486171119
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,15,-4.1045085644968795,16.401968376061014
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,20,-4.671772221037809,17.28397724417856
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,25,-2.950965986889402,19.039901937813024
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,30,-2.7238898434382133,18.547800025266344
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,40,-2.5478526961907875,18.012445999277606
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,50,-2.5940432296994365,7.660097473201309
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,75,-2.3826716676533626,7.313293013282487
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V03,100,-2.331580552463014,7.2118445227055545
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,5,-30.592596541638315,1.4732573888901395
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,10,-11.382028499422058,10.5387940886643
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,15,-7.693680992432861,15.92426399951831
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,20,-8.547160618677735,16.92063751953227
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,25,-7.372780048294255,17.603805699105774
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,30,-6.381494348944615,18.146883734759236
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,40,-6.7350282159830375,17.67322273144652
073_230℃_240_1.0mm.csv,1.0mm_230℃,nr500,V04,50,-6.260222566735404,4.128299890945022
